wall_time_utc,stage,elapsed_wall_s,launch_alive,driver_alive,rss_kb,missing_core_nodes
2026-08-21T07:22:41.418874+00:00,mapping,0.0,1,1,1350976,
2026-08-21T07:22:54.642159+00:00,history_exploration,0.0,1,1,1358896,
2026-08-21T07:23:24.962347+00:00,history_exploration,30.3,1,1,1367184,
2026-08-21T07:23:55.301161+00:00,history_exploration,60.6,1,1,1370300,
2026-08-21T07:24:25.599188+00:00,history_exploration,90.9,1,1,1376552,
2026-08-21T07:24:54.933814+00:00,history_exploration,120.2,1,1,1381800,
2026-08-21T07:25:25.227901+00:00,history_exploration,150.6,1,1,1384008,
2026-08-21T07:25:55.524909+00:00,history_exploration,180.9,1,1,1386624,
2026-08-21T07:26:24.832885+00:00,history_exploration,210.2,1,1,1391580,
2026-08-21T07:26:55.142932+00:00,history_exploration,240.5,1,1,1399548,
2026-08-21T07:27:25.450440+00:00,history_exploration,270.8,1,1,1404992,
2026-08-21T07:27:54.765737+00:00,history_exploration,300.1,1,1,1409460,
2026-08-21T07:28:25.077635+00:00,history_exploration,330.4,1,1,1416616,
2026-08-21T07:28:55.390352+00:00,history_exploration,360.7,1,1,1419460,
2026-08-21T07:29:24.743838+00:00,history_exploration,390.0,1,1,1422868,
2026-08-21T07:29:55.082107+00:00,history_exploration,420.4,1,1,1425976,
2026-08-21T07:30:25.375760+00:00,history_exploration,450.7,1,1,1427428,
2026-08-21T07:30:54.705213+00:00,history_exploration,480.0,1,1,1431480,
2026-08-21T07:31:25.004253+00:00,history_exploration,510.4,1,1,1434796,
2026-08-21T07:31:55.322075+00:00,history_exploration,540.7,1,1,1436252,
2026-08-21T07:32:25.630821+00:00,history_exploration,571.0,1,1,1437208,
2026-08-21T07:32:54.933760+00:00,history_exploration,600.3,1,1,1438612,
2026-08-21T07:33:25.230822+00:00,history_exploration,630.6,1,1,1440940,
2026-08-21T07:33:55.526472+00:00,history_exploration,660.9,1,1,1447424,
2026-08-21T07:34:24.836793+00:00,history_exploration,690.2,1,1,1453788,
2026-08-21T07:34:55.148186+00:00,history_exploration,720.5,1,1,1457108,
2026-08-21T07:35:25.451453+00:00,history_exploration,750.8,1,1,1459288,
2026-08-21T07:35:54.797581+00:00,history_exploration,780.1,1,1,1459908,
2026-08-21T07:36:25.106905+00:00,history_exploration,810.4,1,1,1461952,
2026-08-21T07:36:55.402470+00:00,history_exploration,840.8,1,1,1465412,
2026-08-21T07:37:24.714066+00:00,history_exploration,870.1,1,1,1468348,
2026-08-21T07:37:55.016570+00:00,history_exploration,900.4,1,1,1471220,
2026-08-21T07:38:25.317418+00:00,history_exploration,930.7,1,1,1476040,
2026-08-21T07:38:55.661851+00:00,history_exploration,961.0,1,1,1479884,
2026-08-21T07:39:14.981236+00:00,positive_revisit,0.0,1,1,1482124,
2026-08-21T07:39:45.327344+00:00,positive_revisit,30.3,1,1,1489104,
2026-08-21T07:40:15.622745+00:00,positive_revisit,60.7,1,1,1490616,
2026-08-21T07:40:45.927712+00:00,positive_revisit,91.0,1,1,1492400,
2026-08-21T07:41:15.270377+00:00,positive_revisit,120.3,1,1,1494684,
2026-08-21T07:41:45.603872+00:00,positive_revisit,150.6,1,1,1494996,
2026-08-21T07:42:15.913262+00:00,positive_revisit,181.0,1,1,1499088,
2026-08-21T07:42:45.221442+00:00,positive_revisit,210.3,1,1,1499724,
2026-08-21T07:43:15.567911+00:00,positive_revisit,240.6,1,1,1503248,
2026-08-21T07:43:45.871191+00:00,positive_revisit,270.9,1,1,1509560,
