wall_time_utc,stage,elapsed_wall_s,launch_alive,driver_alive,rss_kb,missing_core_nodes
2026-08-22T05:03:44.384934+00:00,mapping,0.0,1,1,1354968,
2026-08-22T05:03:57.638541+00:00,history_exploration,0.0,1,1,1359220,
2026-08-22T05:04:27.931087+00:00,history_exploration,30.3,1,1,1363664,
2026-08-22T05:04:58.223204+00:00,history_exploration,60.6,1,1,1365916,
2026-08-22T05:05:28.559315+00:00,history_exploration,90.9,1,1,1367012,
2026-08-22T05:05:57.847751+00:00,history_exploration,120.2,1,1,1368964,
2026-08-22T05:06:28.179301+00:00,history_exploration,150.5,1,1,1368648,
2026-08-22T05:06:58.524675+00:00,history_exploration,180.9,1,1,1369424,
2026-08-22T05:07:27.821206+00:00,history_exploration,210.2,1,1,1370060,
2026-08-22T05:07:58.118548+00:00,history_exploration,240.5,1,1,1371456,
2026-08-22T05:08:28.426790+00:00,history_exploration,270.8,1,1,1373176,
2026-08-22T05:08:57.724415+00:00,history_exploration,300.1,1,1,1374048,
2026-08-22T05:09:28.031167+00:00,history_exploration,330.4,1,1,1374796,
2026-08-22T05:09:58.326630+00:00,history_exploration,360.7,1,1,1376292,
2026-08-22T05:10:27.614381+00:00,history_exploration,390.0,1,1,1376980,
2026-08-22T05:10:57.929121+00:00,history_exploration,420.3,1,1,1379420,
2026-08-22T05:11:28.222490+00:00,history_exploration,450.6,1,1,1379640,
2026-08-22T05:11:58.514917+00:00,history_exploration,480.9,1,1,1381164,
2026-08-22T05:12:27.810632+00:00,history_exploration,510.2,1,1,1381728,
2026-08-22T05:12:58.108387+00:00,history_exploration,540.5,1,1,1383136,
2026-08-22T05:13:28.417273+00:00,history_exploration,570.8,1,1,1384592,
2026-08-22T05:13:57.749132+00:00,history_exploration,600.1,1,1,1385528,
2026-08-22T05:14:28.044201+00:00,history_exploration,630.4,1,1,1386832,
2026-08-22T05:14:58.353109+00:00,history_exploration,660.7,1,1,1389472,
2026-08-22T05:15:27.661114+00:00,history_exploration,690.0,1,1,1388292,
2026-08-22T05:15:57.957228+00:00,history_exploration,720.3,1,1,1391012,
2026-08-22T05:16:28.250318+00:00,history_exploration,750.6,1,1,1391684,
2026-08-22T05:16:58.591957+00:00,history_exploration,780.9,1,1,1392596,
2026-08-22T05:17:27.893729+00:00,history_exploration,810.3,1,1,1393316,
2026-08-22T05:17:58.195038+00:00,history_exploration,840.6,1,1,1393956,
2026-08-22T05:18:28.518773+00:00,history_exploration,870.9,1,1,1395072,
