wall_time_utc,stage,elapsed_wall_s,launch_alive,driver_alive,rss_kb,missing_core_nodes
2026-08-22T03:43:28.268198+00:00,mapping,0.0,1,1,1355460,
2026-08-22T03:43:41.549666+00:00,history_exploration,0.0,1,1,1363244,
2026-08-22T03:44:11.847364+00:00,history_exploration,30.4,1,1,1369560,
2026-08-22T03:44:42.150844+00:00,history_exploration,60.7,1,1,1375000,
2026-08-22T03:45:12.459178+00:00,history_exploration,91.0,1,1,1382336,
2026-08-22T03:45:41.754954+00:00,history_exploration,120.3,1,1,1384492,
2026-08-22T03:46:12.057735+00:00,history_exploration,150.6,1,1,1389832,
2026-08-22T03:46:42.359548+00:00,history_exploration,180.9,1,1,1395340,
2026-08-22T03:47:11.652777+00:00,history_exploration,210.2,1,1,1399388,
2026-08-22T03:47:41.982796+00:00,history_exploration,240.5,1,1,1405404,
2026-08-22T03:48:12.288158+00:00,history_exploration,270.8,1,1,1410344,
2026-08-22T03:48:41.597148+00:00,history_exploration,300.1,1,1,1412856,
2026-08-22T03:49:11.904790+00:00,history_exploration,330.4,1,1,1415288,
2026-08-22T03:49:42.207492+00:00,history_exploration,360.7,1,1,1424804,
2026-08-22T03:50:11.541850+00:00,history_exploration,390.0,1,1,1429696,
2026-08-22T03:50:41.871874+00:00,history_exploration,420.4,1,1,1433628,
2026-08-22T03:51:12.192833+00:00,history_exploration,450.7,1,1,1436704,
2026-08-22T03:51:41.489752+00:00,history_exploration,480.0,1,1,1440712,
2026-08-22T03:52:11.821728+00:00,history_exploration,510.3,1,1,1447600,
2026-08-22T03:52:42.116959+00:00,history_exploration,540.6,1,1,1447256,
2026-08-22T03:53:12.454688+00:00,history_exploration,570.9,1,1,1450996,
2026-08-22T03:53:41.751532+00:00,history_exploration,600.3,1,1,1453112,
2026-08-22T03:54:12.033329+00:00,history_exploration,630.6,1,1,1454588,
2026-08-22T03:54:42.328269+00:00,history_exploration,660.9,1,1,1455668,
2026-08-22T03:55:11.623884+00:00,history_exploration,690.2,1,1,1456268,
2026-08-22T03:55:41.922853+00:00,history_exploration,720.4,1,1,1457092,
2026-08-22T03:56:12.234035+00:00,history_exploration,750.7,1,1,1457300,
2026-08-22T03:56:41.527060+00:00,history_exploration,780.1,1,1,1457408,
2026-08-22T03:57:11.833075+00:00,history_exploration,810.4,1,1,1458976,
2026-08-22T03:57:42.119635+00:00,history_exploration,840.7,1,1,1459472,
2026-08-22T03:58:12.420488+00:00,history_exploration,870.9,1,1,1460316,
2026-08-22T03:58:41.726331+00:00,history_exploration,900.2,1,1,1461064,
2026-08-22T03:59:12.028199+00:00,history_exploration,930.6,1,1,1461320,
2026-08-22T03:59:42.320924+00:00,history_exploration,960.9,1,1,1461548,
2026-08-22T04:00:11.613862+00:00,history_exploration,990.1,1,1,1461952,
2026-08-22T04:00:41.910753+00:00,history_exploration,1020.4,1,1,1462020,
2026-08-22T04:01:12.219949+00:00,history_exploration,1050.7,1,1,1466468,
2026-08-22T04:01:41.511021+00:00,history_exploration,1080.0,1,1,1463516,
2026-08-22T04:02:11.808755+00:00,history_exploration,1110.3,1,1,1464380,
2026-08-22T04:02:42.138865+00:00,history_exploration,1140.6,1,1,1464328,
2026-08-22T04:03:12.464461+00:00,history_exploration,1171.0,1,1,1465124,
2026-08-22T04:03:41.762165+00:00,history_exploration,1200.3,1,1,1465472,
2026-08-22T04:04:12.055043+00:00,history_exploration,1230.6,1,1,1466068,
2026-08-22T04:04:42.349445+00:00,history_exploration,1260.9,1,1,1466608,
2026-08-22T04:05:11.692334+00:00,history_exploration,1290.2,1,1,1466672,
2026-08-22T04:05:42.021567+00:00,history_exploration,1320.5,1,1,1466920,
2026-08-22T04:06:12.325297+00:00,history_exploration,1350.9,1,1,1467780,
2026-08-22T04:06:41.687338+00:00,history_exploration,1380.2,1,1,1467804,
2026-08-22T04:07:11.978422+00:00,history_exploration,1410.5,1,1,1468072,
2026-08-22T04:07:42.275788+00:00,history_exploration,1440.8,1,1,1468336,
2026-08-22T04:08:11.598357+00:00,history_exploration,1470.1,1,1,1468632,
2026-08-22T04:08:41.902939+00:00,history_exploration,1500.4,1,1,1469648,
2026-08-22T04:09:12.202591+00:00,history_exploration,1530.7,1,1,1470292,
2026-08-22T04:09:41.493426+00:00,history_exploration,1560.0,1,1,1470248,
2026-08-22T04:10:11.789184+00:00,history_exploration,1590.3,1,1,1470588,
2026-08-22T04:10:42.102272+00:00,history_exploration,1620.6,1,1,1472028,
2026-08-22T04:11:12.401063+00:00,history_exploration,1650.9,1,1,1473676,
2026-08-22T04:11:41.705567+00:00,history_exploration,1680.2,1,1,1474664,
2026-08-22T04:12:12.021933+00:00,history_exploration,1710.5,1,1,1475448,
2026-08-22T04:12:42.330267+00:00,history_exploration,1740.8,1,1,1476484,
2026-08-22T04:13:11.680427+00:00,history_exploration,1770.2,1,1,1476756,
