map,seed,condition,method,loop_id,loop_vertex,local_boundary_f1,local_boundary_status,local_symmetric_boundary_distance_mean_m,local_distance_status,local_observed_coverage
radish_mexico,21004,A,Original,8,106,0.09995831210338599,AVAILABLE,1.5217079856366125,AVAILABLE,0.9694007514487678
radish_mexico,21004,A,Original,9,100,0.08543096872616324,AVAILABLE,1.240829109339313,AVAILABLE,0.8578615551168567
radish_mexico,21004,A,Original,10,64,0.08471706520124758,AVAILABLE,1.5597664137499627,AVAILABLE,0.8140541917406947
radish_mexico,21004,A,Original,11,65,0.22314528593508498,AVAILABLE,0.9219805246231402,AVAILABLE,0.7024040757841108
radish_mexico,21004,B,Always-Trace,1,59,0.1646066302409195,AVAILABLE,0.9240986042129302,AVAILABLE,0.9410921827734438
radish_mexico,21004,B,Always-Trace,2,41,0.0,AVAILABLE,2.185849501707629,AVAILABLE,0.9625831926885966
radish_mexico,21004,B,Always-Trace,3,82,0.0,NO_ESTIMATED_BOUNDARY,,ONE_EMPTY_DISTANCE_UNDEFINED,1.0
radish_mexico,21004,B,Always-Trace,4,69,0.0,AVAILABLE,1.460516548373358,AVAILABLE,0.9809914987104785
radish_mexico,21004,B,Always-Trace,5,58,0.0,AVAILABLE,1.8073883972165397,AVAILABLE,0.9727431937589556
radish_mexico,21004,B,Always-Trace,6,166,0.0,AVAILABLE,1.4139505514670614,AVAILABLE,0.9737629752276635
radish_mexico,21004,B,Always-Trace,7,87,0.0,AVAILABLE,1.5260500303815387,AVAILABLE,0.979146104619695
radish_mexico,21004,B,Always-Trace,8,106,0.09153956392670692,AVAILABLE,1.4955568060093787,AVAILABLE,0.9504553270075782
radish_mexico,21004,B,Always-Trace,9,100,0.07883193538365951,AVAILABLE,1.2756417553431871,AVAILABLE,0.8467490288479909
radish_mexico,21004,B,Always-Trace,10,64,0.09127789046653145,AVAILABLE,1.548355648052139,AVAILABLE,0.8159645938803451
radish_mexico,21004,B,Always-Trace,11,65,0.20689655172413793,AVAILABLE,0.9213816888280077,AVAILABLE,0.6040439420474447
radish_mexico,21004,C,Selective,1,59,0.18902443069126318,AVAILABLE,0.8788995989293178,AVAILABLE,1.0
radish_mexico,21004,C,Selective,2,41,0.0,AVAILABLE,2.794840721178966,AVAILABLE,1.0
radish_mexico,21004,C,Selective,3,82,0.0,NO_ESTIMATED_BOUNDARY,,ONE_EMPTY_DISTANCE_UNDEFINED,1.0
radish_mexico,21004,C,Selective,4,69,0.0,AVAILABLE,1.4193662663445434,AVAILABLE,1.0
radish_mexico,21004,C,Selective,5,58,0.08629640739287939,AVAILABLE,1.3611192828412757,AVAILABLE,0.9978984238178634
radish_mexico,21004,C,Selective,6,166,0.02826267664172901,AVAILABLE,1.253352187686727,AVAILABLE,0.9320193593580844
radish_mexico,21004,C,Selective,7,87,0.09979241177500438,AVAILABLE,1.2968690339577873,AVAILABLE,1.0
radish_mexico,21004,C,Selective,8,106,0.0,AVAILABLE,3.65047424309866,AVAILABLE,1.0
radish_mexico,21004,C,Selective,9,100,0.0,AVAILABLE,1.9103242213217828,AVAILABLE,1.0
radish_mexico,21004,C,Selective,10,64,0.09902351808554533,AVAILABLE,1.4300665391817848,AVAILABLE,0.9061355748718438
radish_mexico,21004,C,Selective,11,65,0.20645544086969514,AVAILABLE,0.9403235102823762,AVAILABLE,0.614742875338322
radish_mexico,21005,A,Original,1,59,0.1602398267917615,AVAILABLE,0.9108409940268443,AVAILABLE,0.9607068938067187
radish_mexico,21005,A,Original,2,41,0.0,AVAILABLE,2.195937228119438,AVAILABLE,0.9568194121580741
radish_mexico,21005,A,Original,3,82,0.0,NO_ESTIMATED_BOUNDARY,,ONE_EMPTY_DISTANCE_UNDEFINED,1.0
radish_mexico,21005,A,Original,4,69,0.0,AVAILABLE,1.4916269285821064,AVAILABLE,0.9870411054860382
radish_mexico,21005,A,Original,5,58,0.0,AVAILABLE,1.7907109708324587,AVAILABLE,0.9988536857188346
radish_mexico,21005,A,Original,6,166,0.0,AVAILABLE,1.4476479403784284,AVAILABLE,1.0
radish_mexico,21005,A,Original,7,87,0.0013845621322256835,AVAILABLE,1.5976339570435258,AVAILABLE,0.9974529593428635
radish_mexico,21005,A,Original,8,106,0.12033439075893589,AVAILABLE,1.4876320009298198,AVAILABLE,0.9559319875183087
radish_mexico,21005,A,Original,9,100,0.1917115198082885,AVAILABLE,1.0757449023107861,AVAILABLE,0.8480545118767114
radish_mexico,21005,A,Original,10,153,0.08861108980750057,AVAILABLE,1.4371872615368098,AVAILABLE,0.896650534895568
radish_mexico,21005,A,Original,11,65,0.18865604929842603,AVAILABLE,0.8277771252376884,AVAILABLE,0.6383060022289444
radish_mexico,21005,B,Always-Trace,1,59,0.1872102339734068,AVAILABLE,0.8618699653134925,AVAILABLE,0.9321127209043146
radish_mexico,21005,B,Always-Trace,2,41,0.0,AVAILABLE,2.2375072503132056,AVAILABLE,0.9544947934910677
radish_mexico,21005,B,Always-Trace,3,82,0.0,NO_ESTIMATED_BOUNDARY,,ONE_EMPTY_DISTANCE_UNDEFINED,1.0
radish_mexico,21005,B,Always-Trace,4,69,0.0,AVAILABLE,1.4525280731728953,AVAILABLE,0.9766930938962651
radish_mexico,21005,B,Always-Trace,5,58,0.0,AVAILABLE,1.8110274799282007,AVAILABLE,0.9707371437669161
radish_mexico,21005,B,Always-Trace,6,166,0.0,AVAILABLE,1.3113732827530724,AVAILABLE,0.9761828949882189
radish_mexico,21005,B,Always-Trace,7,87,0.0025421035907213217,AVAILABLE,1.471493265260353,AVAILABLE,0.9756120857079181
radish_mexico,21005,B,Always-Trace,8,106,0.10878295791863105,AVAILABLE,1.5128782032858146,AVAILABLE,0.9487359103356047
radish_mexico,21005,B,Always-Trace,9,100,0.10494183302038204,AVAILABLE,1.232424716618356,AVAILABLE,0.8448704069286124
radish_mexico,21005,B,Always-Trace,10,153,0.0797025259648673,AVAILABLE,1.4403254791301696,AVAILABLE,0.8998344370860927
radish_mexico,21005,B,Always-Trace,11,65,0.2087391081496668,AVAILABLE,0.9437199950155267,AVAILABLE,0.6242636522846681
radish_mexico,21005,C,Selective,1,59,0.21674038515569186,AVAILABLE,0.815079223930764,AVAILABLE,0.9269543066390702
radish_mexico,21005,C,Selective,2,41,0.0,AVAILABLE,2.367409774070581,AVAILABLE,0.9569786326147184
radish_mexico,21005,C,Selective,3,82,0.0,NO_ESTIMATED_BOUNDARY,,ONE_EMPTY_DISTANCE_UNDEFINED,1.0
radish_mexico,21005,C,Selective,4,69,0.0,AVAILABLE,1.4530300289444238,AVAILABLE,0.982105899958608
radish_mexico,21005,C,Selective,5,58,0.0,AVAILABLE,1.8477021665420812,AVAILABLE,0.9772010826301545
radish_mexico,21005,C,Selective,6,166,0.0,AVAILABLE,1.2357348764557523,AVAILABLE,0.9836655416162516
radish_mexico,21005,C,Selective,7,87,0.005321722302854378,AVAILABLE,1.4369435931310655,AVAILABLE,0.9753573816422044
radish_mexico,21005,C,Selective,8,106,0.11241483724451173,AVAILABLE,1.4913970145650906,AVAILABLE,0.9574921989428772
radish_mexico,21005,C,Selective,9,100,0.11216566005176877,AVAILABLE,1.1744442361016558,AVAILABLE,0.8585620582054384
radish_mexico,21005,C,Selective,10,153,0.07776697680877658,AVAILABLE,1.474824604238345,AVAILABLE,0.9103413143148242
radish_mexico,21005,C,Selective,11,65,0.2025114407247349,AVAILABLE,0.921782390125987,AVAILABLE,0.6142334023244707
