map,seed,condition,method,loop_id,loop_vertex,target_attributable,active_loop_distance_m,active_loop_time_s,local_boundary_f1,local_symmetric_boundary_distance_mean_m,local_observed_coverage
map8,21001,B,Always-Trace,1,20,False,17.462434822090387,50.0,0.7973468430135919,0.10658571585196246,0.915544472152951
map8,21001,C,Selective,1,20,False,14.81165495129235,26.199999999999932,0.7392405063291139,0.15077264183194933,0.9192019950124688
map8,21001,A,Original,3,35,False,27.066673209625954,67.79999999999995,0.4984293193717277,0.2374235449286199,0.9958121202167843
map8,21001,B,Always-Trace,3,35,True,26.157123895450233,100.5,0.653959190528172,0.17102712471444514,0.984972901954344
map8,21001,C,Selective,3,35,False,31.740425705764864,78.5,0.2015959680806384,0.2604465158867393,0.987682706519954
map8,21001,A,Original,2,38,True,18.99754170990611,40.200000000000045,0.8950829325743449,0.1218605334983629,0.9322216691554671
map8,21001,B,Always-Trace,2,38,False,46.49870359713343,130.79999999999995,0.8739946380697051,0.1567156254745291,0.9307283889165422
map8,21001,C,Selective,2,38,True,26.702236974738316,70.0,0.7205264119904954,0.15656084914839175,0.9341297494607599
map8,21002,A,Original,1,20,False,13.548323164890952,28.100000000000023,0.6674365775346778,0.13247938430985576,0.9118038237738986
map8,21002,B,Always-Trace,1,20,False,27.65511696211763,70.10000000000002,0.9672457095018836,0.10619940459396882,0.9160432252701579
map8,21002,C,Selective,1,20,False,10.36364719440585,14.199999999999932,0.5556262180736485,0.35449310898424113,0.9107231920199501
map8,21002,A,Original,3,35,False,40.541971636651546,88.19999999999982,0.5600773490375319,0.1966986413881089,0.9824273279684678
map8,21002,B,Always-Trace,3,35,True,62.16659798153297,208.60000000000014,0.5520581113801453,0.1895409058851738,0.9872721300706192
map8,21002,C,Selective,3,35,True,12.217095896286013,38.299999999999955,0.3873943120676403,0.19199724587308373,0.9867794383314173
