map,seed,contrast,metric,left_value,right_value,difference
map8,21001,C-B,rpe_rotation_rmse_deg,0.16742,0.277712,-0.110292
map8,21001,C-B,boundary_f1,0.5307200838677341,0.556820948476236,-0.026100864608501917
map8,21001,C-B,symmetric_boundary_distance_mean_m,0.22813800665345607,0.2211689223756077,0.00696908427784837
map8,21001,C-B,local_boundary_f1_mean,0.5537876288000826,0.7751002238704897,-0.22131259507040713
map8,21001,C-B,local_symmetric_boundary_distance_mean_m,0.1892600022890268,0.1447761553469789,0.044483846942047905
map8,21001,C-B,local_observed_coverage_mean,0.9470048169977275,0.9437485876746123,0.0032562293231152006
map8,21002,C-A,target_realization_rate,0.3333333333333333,0.0,0.3333333333333333
map8,21002,C-A,active_loop_distance_m,52.89700539105224,80.89008503945752,-27.993079648405278
map8,21002,C-A,active_loop_time_s,137.79999999999984,166.49999999999966,-28.699999999999818
map8,21002,C-A,ape_rmse_m,0.085834,0.116864,-0.031030000000000002
map8,21002,C-A,rpe_translation_rmse_m,0.036568,0.036359,0.00020900000000000085
map8,21002,C-A,rpe_rotation_rmse_deg,0.196656,0.156456,0.040199999999999986
map8,21002,C-A,boundary_f1,0.6159777210699289,0.6229881055379191,-0.007010384467990183
map8,21002,C-A,symmetric_boundary_distance_mean_m,0.2038328186853971,0.1939904730294235,0.009842345655973611
map8,21002,C-A,local_boundary_f1_mean,0.5945647684821656,0.726157804948377,-0.13159303646621145
map8,21002,C-A,local_symmetric_boundary_distance_mean_m,0.23459024090425673,0.14655816110466693,0.0880320797995898
map8,21002,C-A,local_observed_coverage_mean,0.9426330597382718,0.9422892069880672,0.000343852750204654
map8,21002,B-A,target_realization_rate,0.3333333333333333,0.0,0.3333333333333333
map8,21002,B-A,active_loop_distance_m,150.13052746412666,80.89008503945752,69.24044242466914
map8,21002,B-A,active_loop_time_s,442.30000000000007,166.49999999999966,275.8000000000004
map8,21002,B-A,ape_rmse_m,0.098679,0.116864,-0.018184999999999993
map8,21002,B-A,rpe_translation_rmse_m,0.036908,0.036359,0.0005490000000000009
map8,21002,B-A,rpe_rotation_rmse_deg,0.265662,0.156456,0.109206
map8,21002,B-A,boundary_f1,0.6162623719453872,0.6229881055379191,-0.006725733592531813
map8,21002,B-A,symmetric_boundary_distance_mean_m,0.1912738699822964,0.1939904730294235,-0.002716603047127092
map8,21002,B-A,local_boundary_f1_mean,0.8239740915824552,0.726157804948377,0.09781628663407815
map8,21002,B-A,local_symmetric_boundary_distance_mean_m,0.13585581253842896,0.14655816110466693,-0.010702348566237974
map8,21002,B-A,local_observed_coverage_mean,0.9461468749869401,0.9422892069880672,0.0038576679988728824
map8,21002,C-B,target_realization_rate,0.3333333333333333,0.3333333333333333,0.0
map8,21002,C-B,active_loop_distance_m,52.89700539105224,150.13052746412666,-97.23352207307443
map8,21002,C-B,active_loop_time_s,137.79999999999984,442.30000000000007,-304.5000000000002
map8,21002,C-B,ape_rmse_m,0.085834,0.098679,-0.01284500000000001
map8,21002,C-B,rpe_translation_rmse_m,0.036568,0.036908,-0.00034
map8,21002,C-B,rpe_rotation_rmse_deg,0.196656,0.265662,-0.06900600000000001
map8,21002,C-B,boundary_f1,0.6159777210699289,0.6162623719453872,-0.00028465087545836987
map8,21002,C-B,symmetric_boundary_distance_mean_m,0.2038328186853971,0.1912738699822964,0.012558948703100703
map8,21002,C-B,local_boundary_f1_mean,0.5945647684821656,0.8239740915824552,-0.2294093231002896
map8,21002,C-B,local_symmetric_boundary_distance_mean_m,0.23459024090425673,0.13585581253842896,0.09873442836582777
map8,21002,C-B,local_observed_coverage_mean,0.9426330597382718,0.9461468749869401,-0.0035138152486682284
map8,21003,C-A,target_realization_rate,0.3333333333333333,0.3333333333333333,0.0
map8,21003,C-A,active_loop_distance_m,55.57609681509156,57.23795600268838,-1.6618591875968178
map8,21003,C-A,active_loop_time_s,115.40000000000009,137.20000000000005,-21.799999999999955
map8,21003,C-A,ape_rmse_m,0.152886,0.108662,0.044224
map8,21003,C-A,rpe_translation_rmse_m,0.031988,0.035006,-0.003018
map8,21003,C-A,rpe_rotation_rmse_deg,0.183652,0.177136,0.006516000000000022
map8,21003,C-A,boundary_f1,0.5461778504267958,0.6057069773276745,-0.05952912690087875
map8,21003,C-A,symmetric_boundary_distance_mean_m,0.21295009305687274,0.20038885074798085,0.012561242308891885
map8,21003,C-A,local_boundary_f1_mean,0.6144922930355643,0.6820581546630956,-0.06756586162753131
map8,21003,C-A,local_symmetric_boundary_distance_mean_m,0.186553592910896,0.15613246633157477,0.030421126579321223
map8,21003,C-A,local_observed_coverage_mean,0.9436508489361999,0.9455943312658155,-0.001943482329615609
map8,21003,B-A,target_realization_rate,0.0,0.3333333333333333,-0.3333333333333333
map8,21003,B-A,active_loop_distance_m,124.53279114358516,57.23795600268838,67.29483514089678
map8,21003,B-A,active_loop_time_s,331.4999999999998,137.20000000000005,194.29999999999973
map8,21003,B-A,ape_rmse_m,0.149552,0.108662,0.040889999999999996
map8,21003,B-A,rpe_translation_rmse_m,0.030933,0.035006,-0.004073000000000004
map8,21003,B-A,rpe_rotation_rmse_deg,0.163991,0.177136,-0.01314499999999999
map8,21003,B-A,boundary_f1,0.6027607635147488,0.6057069773276745,-0.002946213812925702
map8,21003,B-A,symmetric_boundary_distance_mean_m,0.19505865386142673,0.20038885074798085,-0.005330196886554117
map8,21003,B-A,local_boundary_f1_mean,0.7347570537651569,0.6820581546630956,0.05269889910206127
map8,21003,B-A,local_symmetric_boundary_distance_mean_m,0.17678933340204864,0.15613246633157477,0.020656867070473872
map8,21003,B-A,local_observed_coverage_mean,0.9498405975729951,0.9455943312658155,0.004246266307179614
map8,21003,C-B,target_realization_rate,0.3333333333333333,0.0,0.3333333333333333
map8,21003,C-B,active_loop_distance_m,55.57609681509156,124.53279114358516,-68.9566943284936
map8,21003,C-B,active_loop_time_s,115.40000000000009,331.4999999999998,-216.09999999999968
map8,21003,C-B,ape_rmse_m,0.152886,0.149552,0.0033340000000000036
map8,21003,C-B,rpe_translation_rmse_m,0.031988,0.030933,0.0010550000000000039
map8,21003,C-B,rpe_rotation_rmse_deg,0.183652,0.163991,0.019661000000000012
map8,21003,C-B,boundary_f1,0.5461778504267958,0.6027607635147488,-0.056582913087953046
map8,21003,C-B,symmetric_boundary_distance_mean_m,0.21295009305687274,0.19505865386142673,0.017891439195446
map8,21003,C-B,local_boundary_f1_mean,0.6144922930355643,0.7347570537651569,-0.12026476072959258
map8,21003,C-B,local_symmetric_boundary_distance_mean_m,0.186553592910896,0.17678933340204864,0.00976425950884735
map8,21003,C-B,local_observed_coverage_mean,0.9436508489361999,0.9498405975729951,-0.006189748636795223
map8,21004,C-A,target_realization_rate,0.0,0.6666666666666666,-0.6666666666666666
map8,21004,C-A,active_loop_distance_m,74.11008661977237,69.28077961005083,4.829307009721546
map8,21004,C-A,active_loop_time_s,193.19999999999982,143.9999999999999,49.19999999999993
map8,21004,C-A,ape_rmse_m,0.238372,0.102795,0.135577
map8,21004,C-A,rpe_translation_rmse_m,0.029256,0.029541,-0.00028500000000000053
map8,21004,C-A,rpe_rotation_rmse_deg,0.257163,0.178018,0.07914499999999997
map8,21004,C-A,boundary_f1,0.5497619076142074,0.6734082015191403,-0.12364629390493287
map8,21004,C-A,symmetric_boundary_distance_mean_m,0.21714319543156807,0.18037636072715602,0.036766834704412055
map8,21004,C-A,local_boundary_f1_mean,0.7123847334931194,0.8953790503326373,-0.18299431683951795
map8,21004,C-A,local_symmetric_boundary_distance_mean_m,0.23051300406243644,0.1359550563138523,0.09455794774858414
map8,21004,C-A,local_observed_coverage_mean,0.9505896066350238,0.9442983249741962,0.006291281660827597
map8,21004,B-A,target_realization_rate,0.6666666666666666,0.6666666666666666,0.0
map8,21004,B-A,active_loop_distance_m,72.36634010812134,69.28077961005083,3.0855604980705067
map8,21004,B-A,active_loop_time_s,243.70000000000005,143.9999999999999,99.70000000000016
map8,21004,B-A,ape_rmse_m,0.17954,0.102795,0.07674500000000001
map8,21004,B-A,rpe_translation_rmse_m,0.029517,0.029541,-2.3999999999999716e-05
map8,21004,B-A,rpe_rotation_rmse_deg,0.176473,0.178018,-0.0015450000000000186
map8,21004,B-A,boundary_f1,0.6332497253247285,0.6734082015191403,-0.04015847619441182
map8,21004,B-A,symmetric_boundary_distance_mean_m,0.19617783175154724,0.18037636072715602,0.015801471024391223
map8,21004,B-A,local_boundary_f1_mean,0.6379801536878981,0.8953790503326373,-0.25739889664473925
map8,21004,B-A,local_symmetric_boundary_distance_mean_m,0.1815522509596498,0.1359550563138523,0.045597194645797506
map8,21004,B-A,local_observed_coverage_mean,0.9413507287967185,0.9442983249741962,-0.0029475961774776405
map8,21004,C-B,target_realization_rate,0.0,0.6666666666666666,-0.6666666666666666
map8,21004,C-B,active_loop_distance_m,74.11008661977237,72.36634010812134,1.7437465116510396
map8,21004,C-B,active_loop_time_s,193.19999999999982,243.70000000000005,-50.50000000000023
map8,21004,C-B,ape_rmse_m,0.238372,0.17954,0.058831999999999995
map8,21004,C-B,rpe_translation_rmse_m,0.029256,0.029517,-0.0002610000000000008
map8,21004,C-B,rpe_rotation_rmse_deg,0.257163,0.176473,0.08068999999999998
map8,21004,C-B,boundary_f1,0.5497619076142074,0.6332497253247285,-0.08348781771052105
map8,21004,C-B,symmetric_boundary_distance_mean_m,0.21714319543156807,0.19617783175154724,0.020965363680020832
map8,21004,C-B,local_boundary_f1_mean,0.7123847334931194,0.6379801536878981,0.0744045798052213
map8,21004,C-B,local_symmetric_boundary_distance_mean_m,0.23051300406243644,0.1815522509596498,0.048960753102786636
map8,21004,C-B,local_observed_coverage_mean,0.9505896066350238,0.9413507287967185,0.009238877838305237
map8,21005,C-A,target_realization_rate,0.3333333333333333,0.3333333333333333,0.0
map8,21005,C-A,active_loop_distance_m,62.78857445047963,71.01121367241416,-8.222639221934529
map8,21005,C-A,active_loop_time_s,119.69999999999982,154.30000000000007,-34.60000000000025
map8,21005,C-A,ape_rmse_m,0.172268,0.144062,0.02820600000000001
map8,21005,C-A,rpe_translation_rmse_m,0.029788,0.031821,-0.0020330000000000036
