timestamp,x,y,yaw,exploration_active,loop_id
0.100000000,-28.0,-28.0,0.0,0,
0.200000000,-28.0,-28.0,0.0,0,
0.300000000,-28.0,-28.0,0.0,0,
0.400000000,-28.0,-28.0,0.0,0,
0.500000000,-28.0,-28.0,0.0,0,
0.600000000,-28.0,-28.0,0.0,0,
0.700000000,-28.0,-28.0,0.0,0,
0.800000000,-28.0,-28.0,0.0,0,
0.900000000,-28.0,-28.0,0.0,0,
1.000000000,-28.0,-28.0,0.0,0,
1.100000000,-28.0,-28.0,0.0,0,
1.200000000,-28.0,-28.0,0.0,0,
1.300000000,-28.0,-28.0,0.0,0,
1.400000000,-28.0,-28.0,0.0,0,
1.500000000,-28.0,-28.0,0.0,0,
1.600000000,-28.0,-28.0,0.0,0,
1.700000000,-28.0,-28.0,0.0,0,
1.800000000,-28.0,-28.0,0.0,0,
1.900000000,-28.0,-28.0,0.0,0,
2.000000000,-28.0,-28.0,0.0,0,
2.100000000,-28.0,-28.0,0.0,0,
2.200000000,-28.0,-28.0,0.0,0,
2.300000000,-28.0,-28.0,0.0,0,
2.400000000,-28.0,-28.0,0.0,0,
2.500000000,-28.0,-28.0,0.0,0,
2.600000000,-28.0,-28.0,0.0,0,
2.700000000,-28.0,-28.0,0.0,0,
2.800000000,-28.0,-28.0,0.0,0,
2.900000000,-28.0,-28.0,0.0,0,
3.000000000,-28.0,-28.0,0.0,0,
3.100000000,-28.0,-28.0,0.0,0,
3.200000000,-28.0,-28.0,0.0,0,
3.300000000,-28.0,-28.0,0.0,0,
3.400000000,-28.0,-28.0,0.0,0,
3.500000000,-28.0,-28.0,0.0,0,
3.600000000,-28.0,-28.0,0.0,0,
3.700000000,-28.0,-28.0,0.0,0,
3.800000000,-28.0,-28.0,0.0,0,
3.900000000,-28.0,-28.0,0.0,0,
4.000000000,-28.0,-28.0,0.0,0,
4.100000000,-28.0,-28.0,0.0,0,
4.200000000,-28.0,-28.0,0.0,0,
4.300000000,-28.0,-28.0,0.0,0,
4.400000000,-28.0,-28.0,0.0,0,
4.500000000,-28.0,-28.0,0.0,0,
4.600000000,-27.98,-28.0,-2.3652108225094563e-17,0,
4.700000000,-27.96,-28.0,-4.7304216450189126e-17,0,
4.800000000,-27.94,-28.0,-7.09563246752837e-17,0,
4.900000000,-27.92,-28.0,-9.460843290037825e-17,0,
5.000000000,-27.900000000000002,-28.0,-1.182605411254728e-16,0,
5.100000000,-27.881666666666668,-28.0,-1.399416403318095e-16,0,
5.200000000,-27.861666666666668,-28.0,-1.6359374855690406e-16,0,
5.300000000,-27.84166666666667,-28.0,-1.8724585678199862e-16,0,
5.400000000,-27.82166666666667,-28.0,-2.1089796500709317e-16,0,
5.500000000,-27.80166666666667,-28.0,-2.3455007323218773e-16,0,
5.600000000,-27.783333333333335,-28.0,-2.5623117243852442e-16,0,
5.700000000,-27.763333333333335,-28.0,-2.79883280663619e-16,0,
5.800000000,-27.743333333333336,-28.0,-3.035353888887136e-16,0,
5.900000000,-27.725,-28.0,-3.252164880950503e-16,0,
6.000000000,-27.705000000000002,-28.0,-3.4886859632014486e-16,0,
6.100000000,-27.686666666666667,-28.0,-3.7054969552648156e-16,0,
6.200000000,-27.665,-28.0,-3.9617281277033403e-16,0,
6.300000000,-27.64333333333333,-28.0,-4.217959300141865e-16,0,
6.400000000,-27.621666666666663,-28.0,-4.47419047258039e-16,0,
6.500000000,-27.59833333333333,-28.0,-4.750131735206493e-16,0,
6.600000000,-27.57666666666666,-28.0,-5.006362907645017e-16,0,
6.700000000,-27.553333333333327,-28.0,-5.28230417027112e-16,0,
6.800000000,-27.53166666666666,-28.0,-5.538535342709645e-16,0,
6.900000000,-27.508333333333326,-28.0,-5.814476605335748e-16,0,
7.000000000,-27.486666666666657,-28.0,-6.070707777774273e-16,0,
7.100000000,-27.46499999999999,-28.0,-6.326938950212797e-16,0,
7.200000000,-27.44499999999999,-28.0,-6.563460032463743e-16,0,
7.300000000,-27.42499999999999,-28.0,-6.799981114714688e-16,0,
7.400000000,-27.406666666666656,-28.0,-7.016792106778055e-16,0,
7.500000000,-27.38833333333332,-28.0,-7.233603098841422e-16,0,
7.600000000,-27.36833333333332,-28.0,-7.470124181092367e-16,0,
7.700000000,-27.348333333333322,-28.0,-7.706645263343313e-16,0,
7.800000000,-27.328333333333322,-28.0,-7.943166345594258e-16,0,
7.900000000,-27.308333333333323,-28.0,-8.179687427845203e-16,0,
8.000000000,-27.288333333333323,-28.0,-8.416208510096149e-16,0,
8.100000000,-27.268333333333324,-28.0,-8.652729592347094e-16,0,
8.200000000,-27.248333333333324,-28.0,-8.88925067459804e-16,0,
8.300000000,-27.228333333333325,-28.0,-9.125771756848985e-16,0,
8.400000000,-27.20999999999999,-28.0,-9.342582748912352e-16,0,
8.500000000,-27.18999999999999,-28.0,-9.579103831163299e-16,0,
8.600000000,-27.171666666666656,-28.0,-9.795914823226666e-16,0,
8.700000000,-27.171666666666656,-28.0,-0.10000000000000099,0,
8.800000000,-27.171666666666656,-28.0,-0.20000000000000104,0,
8.900000000,-27.171666666666656,-28.0,-0.30000000000000104,0,
9.000000000,-27.171666666666656,-28.0,-0.40000000000000097,0,
9.100000000,-27.171666666666656,-28.0,-0.5000000000000011,0,
9.200000000,-27.171666666666656,-28.0,-0.600000000000001,0,
9.300000000,-27.171666666666656,-28.0,-0.7000000000000011,0,
9.400000000,-27.171666666666656,-28.0,-0.8000000000000012,0,
9.500000000,-27.171666666666656,-28.0,-0.900000000000001,0,
9.600000000,-27.171666666666656,-28.0,-1.000000000000001,0,
9.700000000,-27.171666666666656,-28.0,-1.1000000000000012,0,
9.800000000,-27.171666666666656,-28.0,-1.200000000000001,0,
9.900000000,-27.171666666666656,-28.0,-1.3000000000000012,0,
10.000000000,-27.171666666666656,-28.0,-1.4000000000000012,0,
10.100000000,-27.171666666666656,-28.0,-1.5000000000000016,0,
10.200000000,-27.171666666666656,-28.0,-1.6000000000000014,0,
10.300000000,-27.171666666666656,-28.0,-1.7000000000000017,0,
10.400000000,-27.171666666666656,-28.0,-1.8000000000000016,0,
10.500000000,-27.171666666666656,-28.0,-1.9000000000000028,0,
10.600000000,-27.171666666666656,-28.0,-2.0000000000000018,0,
10.700000000,-27.171666666666656,-28.0,-2.100000000000002,0,
10.800000000,-27.171666666666656,-28.0,-2.200000000000002,0,
10.900000000,-27.171666666666656,-28.0,-2.300000000000002,0,
11.000000000,-27.171666666666656,-28.0,-2.400000000000002,0,
11.100000000,-27.171666666666656,-28.0,-2.500000000000002,0,
11.200000000,-27.171666666666656,-28.0,-2.6000000000000023,0,
11.300000000,-27.171666666666656,-28.0,-2.7000000000000024,0,
11.400000000,-27.171666666666656,-28.0,-2.8000000000000025,0,
11.500000000,-27.171666666666656,-28.0,-2.9000000000000026,0,
11.600000000,-27.171666666666656,-28.0,-3.0000000000000027,0,
11.700000000,-27.171666666666656,-28.0,-3.1000000000000028,0,
11.800000000,-27.171666666666656,-28.0,3.0831853071795834,0,
11.900000000,-27.171666666666656,-28.0,2.9831853071795833,0,
12.000000000,-27.171666666666656,-28.0,2.883185307179583,0,
12.100000000,-27.171666666666656,-28.0,2.783185307179583,0,
12.200000000,-27.171666666666656,-28.0,2.683185307179583,0,
12.300000000,-27.171666666666656,-28.0,2.583185307179583,0,
12.400000000,-27.171666666666656,-28.0,2.483185307179583,0,
12.500000000,-27.171666666666656,-28.0,2.3831853071795828,0,
12.600000000,-27.171666666666656,-28.0,2.2831853071795827,0,
12.700000000,-27.171666666666656,-28.0,2.1831853071795826,0,
12.800000000,-27.171666666666656,-28.0,2.0831853071795825,0,
12.900000000,-27.171666666666656,-28.0,1.9831853071795822,0,
13.000000000,-27.171666666666656,-28.0,1.8831853071795823,0,
13.100000000,-27.171666666666656,-28.0,1.7831853071795831,0,
13.200000000,-27.171666666666656,-28.0,1.683185307179582,0,
13.300000000,-27.171666666666656,-28.0,1.5831853071795823,0,
13.400000000,-27.171666666666656,-28.0,1.483185307179582,0,
13.500000000,-27.171666666666656,-28.0,1.3831853071795819,0,
13.600000000,-27.171666666666656,-28.0,1.2831853071795822,0,
13.700000000,-27.171666666666656,-28.0,1.1831853071795817,0,
13.800000000,-27.171666666666656,-28.0,1.0831853071795816,0,
13.900000000,-27.171666666666656,-28.0,0.9831853071795814,0,
14.000000000,-27.171666666666656,-28.0,0.8831853071795818,0,
14.100000000,-27.171666666666656,-28.0,0.7831853071795818,0,
14.200000000,-27.171666666666656,-28.0,0.6831853071795817,0,
14.300000000,-27.171666666666656,-28.0,0.5831853071795817,0,
14.400000000,-27.171666666666656,-28.0,0.48318530717958175,0,
14.500000000,-27.171666666666656,-28.0,0.3831853071795819,0,
14.600000000,-27.171666666666656,-28.0,0.28318530717958185,0,
14.700000000,-27.171666666666656,-28.0,0.18318530717958173,0,
14.800000000,-27.171666666666656,-28.0,0.08318530717958178,0,
14.900000000,-27.171666666666656,-28.0,-0.01681469282041822,0,
15.000000000,-27.171666666666656,-28.0,-0.11681469282041824,0,
15.100000000,-27.171666666666656,-28.0,-0.21681469282041824,0,
15.200000000,-27.171666666666656,-28.0,-0.31681469282041835,0,
15.300000000,-27.171666666666656,-28.0,-0.4168146928204183,0,
15.400000000,-27.171666666666656,-28.0,-0.5168146928204183,0,
15.500000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
15.600000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
15.700000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
15.800000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
15.900000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.000000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.100000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.200000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.300000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.400000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.500000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.600000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.700000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.800000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
16.900000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.000000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.100000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.200000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.300000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.400000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.500000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.600000000,-27.171666666666656,-28.0,-0.6168146928204183,0,
17.700000000,-27.171666666666656,-28.0,-0.6168146928204183,1,
17.800000000,-27.171666666666656,-28.0,-0.6168146928204183,1,
17.900000000,-27.110487284157255,-28.043382982329117,-0.5922909653177487,1,
18.000000000,-27.063472996728407,-28.0750178979868,-0.5511202221262717,1,
18.100000000,-27.02762276342853,-28.097053157293406,-0.4932010001652427,1,
18.200000000,-27.00602172787758,-28.10866386266803,-0.41772472778095654,1,
18.300000000,-27.003236840543657,-28.109899924575473,-0.32077160265558946,1,
18.400000000,-27.003236840543657,-28.109899924575473,-0.2207716026555894,1,
18.500000000,-27.003236840543657,-28.109899924575473,-0.1207716026555894,1,
18.600000000,-27.003236840543657,-28.109899924575473,-0.02077160265558939,1,
18.700000000,-27.003236840543657,-28.109899924575473,0.0792283973444106,1,
18.800000000,-27.003236840543657,-28.109899924575473,0.17922839734441062,1,
18.900000000,-27.003236840543657,-28.109899924575473,0.2792283973444107,1,
19.000000000,-27.003236840543657,-28.109899924575473,0.3792283973444107,1,
19.100000000,-27.003236840543657,-28.109899924575473,0.4792283973444107,1,
19.200000000,-27.003236840543657,-28.109899924575473,0.5792283973444106,1,
19.300000000,-27.003236840543657,-28.109899924575473,0.6792283973444104,1,
19.400000000,-27.003236840543657,-28.109899924575473,0.7792283973444103,1,
19.500000000,-27.003236840543657,-28.109899924575473,0.8792283973444106,1,
19.600000000,-27.003236840543657,-28.109899924575473,0.9792283973444105,1,
19.700000000,-26.999168148904605,-28.103843781711824,1.0719324314701348,1,
19.800000000,-26.99503625020524,-28.096259926016145,1.1632960286266645,1,
19.900000000,-26.991613509406907,-28.08833072053879,1.254659625783194,1,
20.000000000,-26.98892847730896,-28.080122306763418,1.346023222939723,1,
20.100000000,-26.987003551112117,-28.07170315519028,1.4373868200962525,1,
20.200000000,-26.985854787592178,-28.063143494189404,1.5287504172527824,1,
20.300000000,-26.985491769162387,-28.05451472419048,1.6201140144093118,1,
20.400000000,-26.985917523941716,-28.045888822096057,1.7114776115658408,1,
20.500000000,-26.987128500495807,-28.03733774088605,1.80284120872237,1,
20.600000000,-26.98911459746126,-28.02893280942181,1.8942048058788996,1,
20.700000000,-26.998713306746147,-28.000295033476522,1.964001206241964,1,
20.800000000,-27.016665550868158,-27.95701641014278,2.0171469395559924,1,
20.900000000,-27.0427191750724,-27.902574931393605,2.0567924372999666,1,
21.000000000,-27.07129398530373,-27.848482206741664,2.095616113121186,1,
21.100000000,-27.102361495766417,-27.794823115064908,2.1336121751339587,1,
21.200000000,-27.13544492646586,-27.74238291160345,2.1716082371467316,1,
21.300000000,-27.170496520575014,-27.691237295209365,2.2096042991595044,1,
21.400000000,-27.20746568016973,-27.641460095963282,2.2476003611722772,1,
21.500000000,-27.246299039268205,-27.59312316859866,2.28559642318505,1,
21.600000000,-27.286940540866237,-27.546296288777544,2.323592485197823,1,
21.700000000,-27.338216691664325,-27.491562785698243,2.342952445772309,1,
21.800000000,-27.39054280567435,-27.437832181824753,2.3515888484646155,1,
21.900000000,-27.443331001624152,-27.384555485527354,2.3588848141836816,1,
22.000000000,-27.496506494094188,-27.331665344663776,2.3661807799027477,1,
22.100000000,-27.55006645250622,-27.27916457462274,2.3734767456218138,1,
22.200000000,-27.604008025816544,-27.22705597006642,2.38077271134088,1,
22.300000000,-27.658328342667765,-27.175342304781676,2.388068677059946,1,
22.400000000,-27.713024511541636,-27.124026331532395,2.395364642779012,1,
22.500000000,-27.768093620912975,-27.073110781912977,2.402660608498078,1,
22.600000000,-27.823532739404648,-27.022598366202914,2.4099565742171443,1,
22.700000000,-27.87933891594361,-26.97249177322253,2.4172525399362104,1,
22.800000000,-27.935509179917997,-26.92279367018984,2.4142056652304626,1,
22.900000000,-27.99152775950703,-26.87292465435007,2.409702164644271,1,
23.000000000,-28.047321186643206,-26.822803865365856,2.405198664058079,1,
23.100000000,-28.102888329753068,-26.77243231976114,2.4006951634718874,1,
23.200000000,-28.158228061852537,-26.72181103914558,2.3961916628856956,1,
23.300000000,-28.21333926056976,-26.670941050193836,2.3862492164239475,1,
23.400000000,-28.267941971567737,-26.619525644412384,2.3763067699621994,1,
23.500000000,-28.322030797290548,-26.567569904287474,2.3663643235004512,1,
23.600000000,-28.37560039098057,-26.515078965718175,2.3551482990644312,1,
23.700000000,-28.428577887893876,-26.461990503498964,2.3439322746284117,1,
23.800000000,-28.480956623573388,-26.408311196046128,2.3327162501923913,1,
23.900000000,-28.532730008884915,-26.354047796103032,2.3215002257563713,1,
24.000000000,-28.583891530846067,-26.299207129890643,2.3102842013203513,1,
24.100000000,-28.634434753445568,-26.2437960962488,2.300341754858603,1,
24.200000000,-28.684424565751435,-26.187885286331362,2.289125730422583,1,
24.300000000,-28.73378414988866,-26.131417317943963,2.277909705986563,1,
24.400000000,-28.782507296525935,-26.074399294637622,2.266693681550543,1,
24.500000000,-28.830587876394446,-26.016838389159094,2.255477657114523,1,
24.600000000,-28.878019841058915,-25.958741842548573,2.245535210652775,1,
24.700000000,-28.92487184907688,-25.900176585401656,2.235592764191027,1,
24.800000000,-28.971139269060476,-25.841148406977606,2.225650317729279,1,
24.900000000,-29.0168175274092,-25.78166314229611,2.2157078712675307,1,
25.000000000,-29.06190210876201,-25.721726671560493,2.2057654248057825,1,
25.100000000,-29.106388556443694,-25.661344919576432,2.1958229783440344,1,
25.200000000,-29.1502724729054,-25.600523855166298,2.1858805318822863,1,
25.300000000,-29.193549520159348,-25.539269490579116,2.175938085420538,1,
25.400000000,-29.23621542020765,-25.47758788089626,2.16599563895879,1,
25.500000000,-29.278265955465184,-25.415485123432884,2.1573592362664837,1,
25.600000000,-29.319778584756982,-25.353021521156986,2.1487228335741775,1,
25.700000000,-29.360750211781067,-25.290201733040508,2.1400864308818712,1,
25.800000000,-29.401177780587194,-25.227030444622226,2.131450028189565,1,
25.900000000,-29.441058275804778,-25.16351236765826,2.124154062470499,1,
26.000000000,-29.480474287984805,-25.09970501711129,2.1168580967514328,1,
26.100000000,-29.519423718978274,-25.035611789502713,2.1095621310323667,1,
26.200000000,-29.557904495472712,-24.971236096571413,2.1009257283400604,1,
26.300000000,-29.59582786938822,-24.906530473084235,2.092289325647754,1,
26.400000000,-29.63319101213457,-24.841499745238732,2.084993359928689,1,
26.500000000,-29.67007870269274,-24.77619815042448,2.077697394209622,1,
26.600000000,-29.70648897749852,-24.710629164702816,2.0731938936234298,1,
26.700000000,-29.742603594109628,-24.644896870759634,2.05952102003741,1,
26.800000000,-29.77781611366247,-24.578676945761636,2.045848146451391,1,
26.900000000,-29.81211995336809,-24.51198176916354,2.03217527286537,1,
27.000000000,-29.845508700310273,-24.444823809265767,2.01850239927935,1,
27.100000000,-29.877976112644426,-24.37721562088356,2.0048295256933297,1,
27.200000000,-29.909516120764447,-24.30916984299993,1.9911566521073103,1,
27.300000000,-29.940122828437406,-24.24069919640285,1.97748377852129,1,
27.400000000,-29.969790513905817,-24.171816481307207,1.9638109049352694,1,
27.500000000,-29.99851363095728,-24.10253457496184,1.9501380313492485,1,
27.600000000,-30.026286809961327,-24.032866429242226,1.9364651577632286,1,
27.700000000,-30.053104858873237,-23.96282506822919,1.922792284177208,1,
27.800000000,-30.078962764204665,-23.892423585774125,1.9287113545526695,1,
27.900000000,-30.105236925462382,-23.822176390455,1.936007320271735,1,
28.000000000,-30.132022904003648,-23.752122758475018,1.9433032859908006,1,
28.100000000,-30.15931927398727,-23.682266418850634,1.9505992517098667,1,
28.200000000,-30.187124582403452,-23.612611090096255,1.9578952174289326,1,
28.300000000,-30.215437349151177,-23.5431604800263,1.9651911831479998,1,
28.400000000,-30.244256067116964,-23.47391828555784,1.9724871488670654,1,
28.500000000,-30.273579202255103,-23.404888192513788,1.9797831145861318,1,
28.600000000,-30.30340519366932,-23.336073875426724,1.9870790803051983,1,
28.700000000,-30.333732453695852,-23.267478997343275,1.9943750460242633,1,
28.800000000,-30.364559367987972,-23.199107209629144,1.9943750460242622,1,
28.900000000,-30.395386282280093,-23.130735421915013,1.9943750460242622,1,
29.000000000,-30.426213196572213,-23.06236363420088,1.9943750460242622,1,
29.100000000,-30.457040110864334,-22.99399184648675,1.9943750460242629,1,
29.200000000,-30.487867025156454,-22.92562005877262,1.9943750460242622,1,
29.300000000,-30.518693939448575,-22.857248271058488,1.9943750460242624,1,
29.400000000,-30.549520853740695,-22.788876483344357,1.994375046024262,1,
29.500000000,-30.580347768032816,-22.720504695630225,1.9943750460242624,1,
29.600000000,-30.611174682324936,-22.652132907916094,1.9943750460242613,1,
29.700000000,-30.642001596617057,-22.583761120201963,1.994375046024262,1,
29.800000000,-30.672828510909177,-22.515389332487832,1.9783550109512311,1,
29.900000000,-30.70255619796568,-22.44653249098119,1.9611988720879956,1,
30.000000000,-30.731098250623056,-22.377175795341163,1.9440427332247603,1,
30.100000000,-30.758446268216492,-22.30733965903832,1.9268865943615254,1,
30.200000000,-30.78459220151661,-22.23704463665504,1.9097304554982912,1,
30.300000000,-30.809528355098543,-22.166311417835743,1.8925743166350553,1,
