wall_time_utc,stage,elapsed_wall_s,launch_alive,driver_alive,rss_kb,missing_core_nodes
2026-08-21T07:44:10.337795+00:00,mapping,0.0,1,1,1351856,
2026-08-21T07:44:23.515898+00:00,history_exploration,0.0,1,1,1359692,
2026-08-21T07:44:53.823873+00:00,history_exploration,30.3,1,1,1368412,
2026-08-21T07:45:24.160219+00:00,history_exploration,60.6,1,1,1374544,
2026-08-21T07:45:54.500441+00:00,history_exploration,90.9,1,1,1380164,
2026-08-21T07:46:23.847528+00:00,history_exploration,120.3,1,1,1387408,
2026-08-21T07:46:54.203952+00:00,history_exploration,150.6,1,1,1391320,
2026-08-21T07:47:24.511890+00:00,history_exploration,181.0,1,1,1396180,
2026-08-21T07:47:53.805815+00:00,history_exploration,210.3,1,1,1397480,
2026-08-21T07:48:24.137478+00:00,history_exploration,240.6,1,1,1400816,
2026-08-21T07:48:54.450865+00:00,history_exploration,270.9,1,1,1406816,
2026-08-21T07:49:23.789403+00:00,history_exploration,300.2,1,1,1414416,
2026-08-21T07:49:54.127701+00:00,history_exploration,330.6,1,1,1420216,
2026-08-21T07:50:24.426875+00:00,history_exploration,360.9,1,1,1424008,
2026-08-21T07:50:53.736620+00:00,history_exploration,390.2,1,1,1428028,
2026-08-21T07:51:24.050538+00:00,history_exploration,420.5,1,1,1430500,
2026-08-21T07:51:54.352955+00:00,history_exploration,450.8,1,1,1433804,
2026-08-21T07:52:23.654765+00:00,history_exploration,480.1,1,1,1437248,
2026-08-21T07:52:53.965976+00:00,history_exploration,510.4,1,1,1441400,
2026-08-21T07:53:24.275395+00:00,history_exploration,540.7,1,1,1445004,
2026-08-21T07:53:53.568209+00:00,history_exploration,570.0,1,1,1447152,
2026-08-21T07:54:23.876278+00:00,history_exploration,600.3,1,1,1452872,
2026-08-21T07:54:54.177508+00:00,history_exploration,630.6,1,1,1456344,
2026-08-21T07:55:24.476511+00:00,history_exploration,660.9,1,1,1459532,
2026-08-21T07:55:53.786539+00:00,history_exploration,690.2,1,1,1462324,
2026-08-21T07:56:24.091951+00:00,history_exploration,720.6,1,1,1466140,
2026-08-21T07:56:54.396301+00:00,history_exploration,750.9,1,1,1472320,
2026-08-21T07:57:23.741838+00:00,history_exploration,780.2,1,1,1471112,
2026-08-21T07:57:54.045400+00:00,history_exploration,810.5,1,1,1474556,
2026-08-21T07:58:08.330454+00:00,positive_revisit,0.0,1,1,1474652,
2026-08-21T07:58:38.646287+00:00,positive_revisit,30.3,1,1,1481744,
2026-08-21T07:59:08.940687+00:00,positive_revisit,60.6,1,1,1483128,
2026-08-21T07:59:39.280750+00:00,positive_revisit,90.9,1,1,1486160,
2026-08-21T08:00:08.574707+00:00,positive_revisit,120.2,1,1,1492960,
