wall_time_utc,stage,elapsed_wall_s,launch_alive,driver_alive,rss_kb,missing_core_nodes
2026-08-22T04:49:45.604485+00:00,history_exploration,2070.2,1,1,1431020,
2026-08-22T04:50:15.897302+00:00,history_exploration,2100.5,1,1,1431476,
2026-08-22T04:50:46.195668+00:00,history_exploration,2130.8,1,1,1432032,
2026-08-22T04:51:15.519516+00:00,history_exploration,2160.0,1,1,1432788,
2026-08-22T04:51:45.813798+00:00,history_exploration,2190.4,1,1,1433584,
2026-08-22T04:52:16.112949+00:00,history_exploration,2220.7,1,1,1434944,
2026-08-22T04:52:46.460691+00:00,history_exploration,2251.0,1,1,1435784,
2026-08-22T04:53:15.756692+00:00,history_exploration,2280.3,1,1,1436408,
2026-08-22T04:53:46.061784+00:00,history_exploration,2310.6,1,1,1437068,
2026-08-22T04:54:16.369602+00:00,history_exploration,2340.9,1,1,1439116,
2026-08-22T04:54:45.660455+00:00,history_exploration,2370.2,1,1,1439628,
2026-08-22T04:55:15.964774+00:00,history_exploration,2400.5,1,1,1439896,
2026-08-22T04:55:46.267520+00:00,history_exploration,2430.8,1,1,1440504,
2026-08-22T04:56:15.573157+00:00,history_exploration,2460.1,1,1,1440964,
2026-08-22T04:56:45.870335+00:00,history_exploration,2490.4,1,1,1441656,
2026-08-22T04:57:16.172034+00:00,history_exploration,2520.7,1,1,1442540,
2026-08-22T04:57:45.501255+00:00,history_exploration,2550.0,1,1,1443176,
2026-08-22T04:58:15.796575+00:00,history_exploration,2580.4,1,1,1444528,
2026-08-22T04:58:46.103556+00:00,history_exploration,2610.7,1,1,1444840,
2026-08-22T04:59:16.432917+00:00,history_exploration,2641.0,1,1,1445756,
2026-08-22T04:59:45.726803+00:00,history_exploration,2670.3,1,1,1446532,
